Daily Time Spent on Site,Age,Area Income,Gender,Daily Internet Usage,Ad Topic Line,City,Country,Timestamp,Clicked on Ad
65.53,19,51049.47,Male,190.17,Pre-emptive client-server installation,Coffeytown,Timor-Leste,6/20/2016 2:25,0
61.87,35,66629.61,Male,250.2,Multi-channeled attitude-oriented toolset,North Johnside,French Southern Territories,7/10/2016 19:15,0
83.16,41,70185.06,Female,194.95,Decentralized 24hour approach,Robinsonland,Finland,1/4/2016 4:00,0
44.11,41,43111.41,Male,121.24,Organic next generation matrix,Lake David,Saint Vincent and the Grenadines,4/20/2016 16:49,1
56.57,26,56435.6,Female,131.98,Multi-channeled non-volatile website,West Ericaport,Senegal,1/23/2016 13:14,1
83.91,29,53223.58,Female,222.87,Distributed bifurcated challenge,Haleberg,Burundi,1/4/2016 22:27,0
79.8,28,57179.91,Male,229.88,Customizable zero-defect Internet solution,West Michaelport,Bahamas,4/8/2016 22:40,0
71.23,52,41521.28,Female,122.59,Self-enabling zero administration neural-net,Ericksonmouth,Sweden,1/5/2016 11:53,1
47.23,43,73538.09,Male,210.87,Optimized upward-trending productivity,Yangside,Svalbard & Jan Mayen Islands,3/17/2016 22:24,1
82.37,30,63664.32,Female,207.44,Open-architected system-worthy ability,Estradafurt,Tonga,6/29/2016 4:23,0
43.63,38,61757.12,Male,135.25,Quality-focused maximized extranet,Frankport,Korea,5/25/2016 19:45,1
70.9,28,71727.51,Female,190.95,Centralized client-driven workforce,Port Juan,Kyrgyz Republic,6/17/2016 23:19,0
71.9,29,72203.96,Male,193.29,De-engineered intangible flexibility,Williamsside,Costa Rica,4/24/2016 7:20,0
62.12,37,50671.6,Male,105.86,Re-engineered intangible software,Johnsonview,Liechtenstein,3/18/2016 13:00,1
67.35,29,47510.42,Female,118.69,Sharable secondary Graphical User Interface,East Heidi,Zimbabwe,4/28/2016 21:58,1
57.99,50,62466.1,Female,124.58,Innovative homogeneous alliance,New Angelview,Costa Rica,2/12/2016 8:46,1
66.8,29,59683.16,Female,248.51,Diverse leadingedge website,Lake Brandonview,Hungary,7/11/2016 13:23,1
49.13,32,41097.17,Female,120.49,Optimized intermediate help-desk,Morganport,Fiji,1/29/2016 0:45,1
45.11,58,39799.73,Female,195.69,Sharable reciprocal project,Browntown,Netherlands,1/5/2016 16:26,1
54.35,42,76984.21,Female,164.02,Proactive interactive service-desk,Lake Hailey,Sweden,6/20/2016 8:22,0
61.82,59,57877.15,Male,151.93,Open-architected needs-based customer loyalty,Olsonside,Barbados,2/6/2016 17:48,1
77.75,31,59047.91,Male,240.64,Multi-lateral motivating circuit,Coxhaven,Paraguay,6/22/2016 17:19,0
70.61,28,72154.68,Female,190.12,Assimilated encompassing portal,Meaganfort,Italy,4/16/2016 5:24,0
82.72,31,65704.79,Female,179.82,Cross-group global orchestration,North Monicaville,Belarus,1/17/2016 5:07,0
76.87,36,72948.76,Female,212.59,Down-sized bandwidth-monitored core,Mullenside,South Georgia and the South Sandwich Islands,7/8/2016 22:30,0
65.07,34,73941.91,Male,227.53,Monitored explicit hierarchy,Princebury,Anguilla,3/11/2016 0:05,0
56.93,37,57887.64,Female,111.8,Reactive demand-driven strategy,Bradleyside,Sierra Leone,6/10/2016 0:35,1
48.86,35,62463.7,Male,128.37,Universal empowering adapter,Elizabethbury,Saint Martin,1/4/2016 0:44,1
36.56,29,42838.29,Female,195.89,Team-oriented bi-directional secured line,West Ryan,Uganda,1/1/2016 15:14,1
85.73,32,43778.88,Male,147.75,Stand-alone radical throughput,New Tammy,Saudi Arabia,7/10/2016 17:24,1
75.81,40,71157.05,Female,229.19,Inverse zero-defect capability,Sanchezland,Greenland,3/27/2016 19:50,0
72.94,31,74159.69,Female,190.84,Multi-tiered real-time implementation,Rogerland,Venezuela,4/29/2016 13:38,0
53.63,54,50333.72,Male,126.29,Front-line zero-defect array,Vanessaview,Liberia,1/8/2016 18:13,1
52.35,25,33293.78,Male,147.61,Mandatory 4thgeneration structure,Jessicashire,Mali,6/5/2016 7:54,1
52.84,51,38641.2,Male,121.57,Synergistic asynchronous superstructure,Melissachester,Bosnia and Herzegovina,6/29/2016 10:50,1
51.58,33,49822.78,Female,115.91,Vision-oriented system-worthy forecast,Johnsontown,Brunei Darussalam,4/24/2016 13:46,1
42.32,29,63891.29,Male,187.09,Digitized radical architecture,New Joshuaport,South Georgia and the South Sandwich Islands,2/14/2016 4:14,1
55.04,42,43881.73,Male,106.96,Quality-focused optimizing parallelism,Hernandezside,Czech Republic,6/15/2016 5:43,1
68.58,41,13996.5,Male,171.54,Exclusive discrete firmware,New Williamville,El Salvador,7/6/2016 12:04,1
85.54,27,48761.14,Male,175.43,Right-sized solution-oriented benchmark,Gilbertville,Tokelau,3/31/2016 13:54,0
71.14,30,69758.31,Female,224.82,Assimilated stable encryption,Newmanberg,France,6/21/2016 0:52,0
64.38,19,52530.1,Male,180.47,Configurable dynamic secured line,West Alice,Gabon,5/27/2016 5:23,0
88.85,40,58363.12,Female,213.96,Cloned optimal leverage,Cannonbury,Bulgaria,1/17/2016 18:45,0
66.79,60,60575.99,Male,198.3,Decentralized client-driven data-warehouse,Shelbyport,Burkina Faso,4/7/2016 20:34,1
32.6,45,48206.04,Female,185.47,Multi-tiered interactive neural-net,New Henry,Mayotte,5/2/2016 18:37,1
43.88,54,31523.09,Male,166.85,Enhanced methodical database,Dustinmouth,Somalia,6/4/2016 17:24,1
56.46,26,66187.58,Female,151.63,Ameliorated leadingedge help-desk,South Lisa,Albania,4/7/2016 18:52,1
72.18,30,69438.04,Female,225.02,De-engineered attitude-oriented projection,Lisamouth,Bolivia,6/10/2016 22:21,0
52.67,44,14775.5,Female,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,Jersey,5/19/2016 6:37,1
80.55,35,68016.9,Female,219.91,Extended grid-enabled hierarchy,Port Brittanyville,British Virgin Islands,3/28/2016 23:01,0
67.85,41,78520.99,Male,202.7,Reactive tangible contingency,East Ronald,Saint Helena,1/21/2016 22:51,1
75.55,36,31998.72,Male,123.71,Decentralized attitude-oriented interface,South Davidmouth,Bosnia and Herzegovina,3/12/2016 6:05,1
80.46,29,56909.3,Female,230.78,Mandatory coherent groupware,Carterton,India,6/4/2016 9:13,0
82.69,29,61161.29,Male,167.41,Fully-configurable eco-centric frame,Rachelhaven,Georgia,5/24/2016 10:16,0
35.21,,52340.1,Male,154,Advanced disintermediate data-warehouse,New Timothy,United States Minor Outlying Islands,3/25/2016 6:36,1
36.37,40,47338.94,Male,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Kiribati,4/22/2016 0:28,1
74.07,22,50950.24,Male,165.43,Cross-group non-volatile secured line,Joneston,Ghana,3/22/2016 4:13,0
59.96,33,77143.61,Female,197.66,Expanded modular application,Staceyfort,Samoa,1/14/2016 8:27,1
85.62,29,57032.36,Female,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,Iran,4/14/2016 21:37,0
40.88,33,48554.45,Male,136.18,Networked non-volatile synergy,West Shannon,Costa Rica,5/31/2016 17:50,1
36.98,31,39552.49,Male,167.87,Fully-configurable clear-thinking throughput,Micheletown,Northern Mariana Islands,3/17/2016 6:25,1
35.49,47,36884.23,Female,170.04,Front-line actuating functionalities,North Brittanyburgh,Liechtenstein,4/13/2016 7:07,1
56.56,26,68783.45,Male,204.47,Compatible composite project,Port Jasmine,Grenada,2/3/2016 22:11,0
36.62,32,51119.93,Male,162.44,Customer-focused solution-oriented software,New Sabrina,Poland,2/2/2016 19:59,1
49.35,49,44304.13,Female,119.86,Inverse stable synergy,Lake Charlottestad,Kenya,4/7/2016 20:38,1
75.64,29,69718.19,Male,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,Iran,3/15/2016 19:35,0
79.22,27,63429.18,Male,198.79,Intuitive modular system engine,North Debra,Belgium,3/11/2016 12:39,0
77.05,34,65756.36,Female,236.08,Centralized value-added hierarchy,Villanuevastad,Namibia,5/17/2016 18:06,0
66.83,46,77871.75,Male,196.17,Assimilated hybrid initiative,North Jeremyport,Cyprus,2/28/2016 23:10,0
76.2,24,47258.59,Male,228.81,Optimized coherent Internet solution,Lake Susan,Japan,3/2/2016 6:35,0
56.64,29,55984.89,Male,123.24,Versatile 6thgeneration parallelism,Lake John,Zimbabwe,2/27/2016 8:52,1
53.33,34,44275.13,Male,111.63,Configurable impactful productivity,Courtneyfort,Andorra,3/14/2016 4:34,1
50.63,50,25767.16,Female,142.23,Operative full-range forecast,Tammymouth,Luxembourg,3/10/2016 15:07,1
41.84,49,37605.11,Female,139.32,Operative secondary functionalities,Lake Vanessa,Cyprus,5/1/2016 8:27,1
53.92,41,25739.09,Male,125.46,Business-focused transitional solution,Lake Amanda,Turkey,6/12/2016 11:17,1
83.89,28,60188.38,Male,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,Hong Kong,5/28/2016 12:20,0
55.32,43,67682.32,Female,127.65,Managed 24hour analyzer,Port Douglasborough,Netherlands,3/18/2016 9:08,1
53.22,44,44307.18,Female,108.85,Horizontal client-server database,Port Aprilville,United States Virgin Islands,5/26/2016 6:03,1
43.16,35,25371.52,Male,156.11,Implemented didactic support,Williamsport,Marshall Islands,7/6/2016 3:40,1
67.51,43,23942.61,Female,127.2,Digitized homogeneous core,Lake Faith,Western Sahara,4/29/2016 14:10,1
43.16,29,50666.5,Male,143.04,Robust holistic application,Wendyville,Saint Vincent and the Grenadines,3/5/2016 20:53,1
79.89,30,50356.06,Male,241.38,Synergized uniform hierarchy,Angelhaven,United States of America,5/30/2016 8:35,0
84.25,32,63936.5,Male,170.9,Pre-emptive client-driven secured line,New Sean,Angola,4/10/2016 6:32,0
74.18,28,69874.18,Female,203.87,Front-line even-keeled website,Lake Lisa,Cayman Islands,1/20/2016 2:31,0
85.78,34,50038.65,Female,232.78,Persistent fault-tolerant service-desk,Valerieland,Swaziland,7/20/2016 21:53,0
80.96,39,67866.95,Male,225,Integrated leadingedge frame,New Travis,Wallis and Futuna,1/17/2016 4:12,0
36.91,48,54645.2,Female,159.69,Ameliorated coherent open architecture,North Samantha,Zimbabwe,2/24/2016 7:13,1
54.47,23,46780.09,Female,141.52,Vision-oriented bifurcated contingency,Holderville,Chad,3/26/2016 19:37,1
81.98,34,67432.49,Female,212.88,Up-sized maximized model,Patrickmouth,Saint Martin,6/4/2016 9:25,0
79.6,39,73392.28,Female,194.23,Organized global flexibility,Lake Deannaborough,Rwanda,4/22/2016 7:48,0
57.51,38,47682.28,Female,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,Moldova,3/31/2016 8:53,1
82.3,31,56735.83,Female,232.21,Balanced executive definition,Davieshaven,Gabon,4/16/2016 8:36,0
73.21,30,51013.37,Male,252.6,Networked logistical info-mediaries,Lake Jessicaville,Denmark,5/12/2016 20:57,1
79.09,32,69481.85,Male,209.72,Optimized multimedia website,Hernandezchester,Svalbard & Jan Mayen Islands,5/7/2016 21:32,0
68.47,28,67033.34,Female,226.64,Focused coherent success,North Kennethside,Poland,6/25/2016 0:33,0
83.69,36,68717,Female,192.57,Robust context-sensitive neural-net,Shelbyport,Fiji,3/23/2016 5:27,0
83.48,31,59340.99,Male,222.72,Intuitive zero administration adapter,Williamport,Philippines,3/4/2016 13:47,0
43.49,45,47968.32,Female,124.67,Synchronized full-range portal,Smithside,Vietnam,6/14/2016 12:08,1
66.69,35,48758.92,Female,108.27,Integrated encompassing support,Vanessastad,Jersey,5/11/2016 19:13,1
48.46,49,61230.03,Male,132.38,Devolved human-resource circuit,Lisamouth,Indonesia,1/21/2016 23:33,1
42.51,30,54755.71,Male,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,Palestinian Territory,1/15/2016 19:45,1
42.83,34,54324.73,Male,132.38,Vision-oriented methodical support,Cunninghamhaven,Latvia,4/23/2016 9:42,1
41.46,42,52177.4,Male,128.98,Integrated impactful groupware,Robertstown,Malta,5/23/2016 8:06,1
45.99,33,51163.14,Male,124.61,Face-to-face methodical intranet,South Mark,Afghanistan,2/27/2016 15:04,1
68.72,27,66861.67,Female,225.97,Fundamental tangible moratorium,New Taylorburgh,Austria,2/23/2016 17:37,0
63.11,34,63107.88,Male,254.94,Balanced mobile Local Area Network,Port Karenfurt,Micronesia,3/17/2016 22:59,0
49.21,46,49206.4,Female,115.6,Realigned 24/7 core,Carterland,Mexico,2/28/2016 3:34,1
55.77,49,55942.04,Male,117.33,Fully-configurable high-level groupware,East Shawn,Chile,3/15/2016 14:33,1
44.13,40,33601.84,Male,128.48,Ameliorated discrete extranet,West Derekmouth,Cuba,3/3/2016 20:20,1
57.82,46,48867.36,Male,107.56,Centralized asynchronous portal,Brandiland,Belarus,4/6/2016 14:16,1
72.46,40,56683.32,Female,113.53,Enhanced tertiary utilization,Cervantesshire,Malawi,5/1/2016 9:23,1
61.88,45,38260.89,Female,108.18,Balanced disintermediate conglomeration,North Debrashire,Afghanistan,5/30/2016 8:02,1
78.24,23,54106.21,Female,199.29,Sharable value-added solution,Deannaville,Luxembourg,4/4/2016 11:39,0
74.61,38,71055.22,Male,231.28,Networked impactful framework,East Christopher,South Africa,4/6/2016 23:10,0
89.18,37,46403.18,Male,224.01,Public-key impactful neural-net,Rickymouth,Nepal,4/26/2016 21:45,0
44.16,42,61690.93,Male,133.42,Innovative interactive portal,Port Dennis,Spain,5/25/2016 0:34,1
55.74,37,26130.93,Male,124.34,Networked asymmetric infrastructure,Lake Michelle,Hong Kong,2/11/2016 16:45,1
88.82,36,58638.75,Female,169.1,Assimilated discrete strategy,East Johnport,Slovakia (Slovak Republic),1/30/2016 0:05,0
70.39,32,47357.39,Male,261.52,Phased 5thgeneration open system,Sabrinaview,Cayman Islands,7/12/2016 10:56,0
59.05,52,50086.17,Male,118.45,Upgradable logistical flexibility,Kristinfurt,Uganda,4/23/2016 3:46,1
78.58,33,51772.58,Male,250.11,Centralized user-facing service-desk,Chapmanland,Vanuatu,4/16/2016 10:36,0
35.11,35,47638.3,Male,158.03,Extended analyzing emulation,North Jonathan,Anguilla,3/11/2016 13:07,1
60.39,45,38987.42,Male,108.25,Front-line methodical utilization,Port Christina,Switzerland,3/2/2016 15:39,1
81.56,26,51363.16,Male,213.7,Open-source scalable protocol,Juanport,Zimbabwe,7/13/2016 21:31,0
75.03,34,35764.49,Female,255.57,Networked local secured line,East Mike,Uruguay,5/29/2016 18:12,1
50.87,24,62939.5,Female,190.41,Programmable empowering orchestration,North Angelatown,Liberia,5/10/2016 17:13,1
82.8,30,58776.67,Male,223.2,Enhanced systemic benchmark,West Steven,Egypt,5/7/2016 8:39,0
78.51,25,59106.12,Male,205.71,Focused web-enabled Graphical User Interface,Riggsstad,Greece,1/17/2016 13:27,0
37.65,51,50457.01,Male,161.29,Automated stable help-desk,Davidview,Bahrain,3/9/2016 6:22,1
83.17,43,54251.78,Male,244.4,Managed national hardware,Port Kevinborough,Sri Lanka,4/5/2016 18:02,0
91.37,45,51920.49,Male,182.65,Re-engineered composite moratorium,Lawsonshire,Kazakhstan,4/1/2016 7:37,1
68.25,29,70324.8,Female,220.08,Phased fault-tolerant definition,Wagnerchester,Greenland,2/15/2016 16:18,0
81.32,25,52416.18,Female,165.65,Pre-emptive next generation Internet solution,Daisymouth,Moldova,3/8/2016 5:12,0
76.64,39,66217.31,Male,241.5,Reverse-engineered web-enabled support,North Daniel,Poland,2/9/2016 23:38,0
74.06,50,60938.73,Male,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,Anguilla,6/17/2016 9:38,0
39.53,33,40243.82,Male,142.21,Intuitive transitional artificial intelligence,New Teresa,Central African Republic,6/1/2016 12:27,1
86.58,32,60151.77,Male,195.93,Business-focused asynchronous budgetary management,Henryfort,Mexico,2/26/2016 23:44,0
90.75,40,45945.88,Female,216.5,Decentralized methodical capability,Lake Joseph,Togo,3/11/2016 9:58,0
67.71,25,63430.33,Male,225.76,Synergized intangible open system,Daviesborough,Armenia,4/28/2016 2:55,0
82.41,36,65882.81,Female,222.08,Stand-alone logistical service-desk,North Brandon,Nicaragua,4/12/2016 4:22,0
45.82,27,64410.8,Male,171.24,Expanded full-range synergy,Adamside,Eritrea,2/10/2016 20:43,1
76.79,27,55677.12,Female,235.94,Open-architected intangible strategy,Wademouth,Canada,5/1/2016 23:21,0
70.05,33,75560.65,Female,203.44,Diverse directional hardware,North Raymond,Croatia,3/24/2016 17:48,0
72.19,32,61067.58,Male,250.32,Balanced discrete approach,Randolphport,Switzerland,4/22/2016 19:45,0
77.35,34,72330.57,Female,167.26,Total bi-directional success,East Troyhaven,Yemen,3/9/2016 12:10,0
40.34,29,32549.95,Female,173.75,Object-based motivating instruction set,Clarkborough,Tokelau,3/30/2016 5:29,1
67.39,44,51257.26,Female,107.19,Realigned intermediate application,Josephberg,Armenia,1/24/2016 13:41,1
68.68,34,77220.42,Male,187.03,Sharable encompassing database,Lake Jenniferton,Equatorial Guinea,7/15/2016 9:42,0
81.75,43,52520.75,Female,249.45,Progressive 24/7 definition,Lake Jose,Barbados,6/7/2016 5:41,0
66.03,22,59422.47,Female,217.37,Pre-emptive next generation strategy,Ashleymouth,American Samoa,5/31/2016 23:32,0
47.74,33,22456.04,Male,154.93,Open-source 5thgeneration leverage,Henryland,Saint Lucia,5/14/2016 14:49,1
79.18,31,58443.99,Female,236.96,Open-source holistic productivity,Lake Danielle,Algeria,1/10/2016 20:18,0
86.81,29,50820.74,Male,199.62,Multi-channeled scalable moratorium,Joshuaburgh,Turkmenistan,2/21/2016 16:57,0
41.53,42,67575.12,Female,158.81,Optional tangible productivity,South Jeanneport,Mayotte,5/23/2016 0:32,1
70.92,39,66522.79,Male,249.81,Up-sized intangible circuit,New Nathan,South Africa,7/21/2016 20:30,0
46.84,45,34903.67,Female,123.22,Virtual homogeneous budgetary management,Jonesshire,Macao,5/15/2016 18:44,1
44.4,53,43073.78,Male,140.95,Phased zero-defect portal,Mariahview,France,6/30/2016 0:43,1
52.17,44,57594.7,Male,115.37,Optional modular throughput,New Julianberg,Equatorial Guinea,2/24/2016 6:17,1
81.45,31,66027.31,Male,205.84,Triple-buffered human-resource complexity,Randyshire,Mali,5/30/2016 21:22,0
54.08,36,53012.94,Male,111.02,Innovative cohesive pricing structure,Philipberg,Mayotte,6/2/2016 4:14,1
76.65,31,61117.5,Female,238.43,Function-based executive moderator,West Dennis,Pakistan,4/18/2016 7:00,0
54.39,20,52563.22,Male,171.9,Digitized content-based circuit,Richardshire,Guadeloupe,2/29/2016 18:06,1
37.74,40,65773.49,Female,190.95,Balanced uniform algorithm,Lake James,Denmark,5/27/2016 12:45,1
69.86,25,50506.44,Female,241.36,Triple-buffered foreground encryption,Austinborough,New Zealand,1/12/2016 21:17,0
85.37,36,66262.59,Male,194.56,Front-line system-worthy flexibility,Alexandrafort,Netherlands Antilles,1/27/2016 17:08,0
80.99,26,35521.88,Male,207.53,Centralized clear-thinking Graphic Interface,Melissastad,Belarus,6/10/2016 3:56,0
78.84,32,62430.55,Male,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,Taiwan,4/9/2016 9:26,0
77.36,41,49597.08,Female,115.79,Fully-configurable asynchronous firmware,Port Jennifer,El Salvador,2/26/2016 6:00,1
55.46,37,42078.89,Female,108.1,Exclusive systematic algorithm,Chrismouth,Taiwan,2/21/2016 23:07,1
35.66,45,46197.59,Female,151.72,Exclusive cohesive intranet,Port Beth,Peru,4/29/2016 14:08,1
50.78,,49957,Female,122.04,Vision-oriented asynchronous Internet solution,West David,Liberia,2/11/2016 17:02,1
40.47,38,24078.93,Female,203.9,Sharable 5thgeneration access,Fraziershire,Burundi,7/22/2016 7:44,1
45.62,43,53647.81,Female,121.28,Monitored homogeneous artificial intelligence,Robertfurt,Macao,6/26/2016 2:34,1
84.76,30,61039.13,Female,178.69,Monitored 24/7 moratorium,South Pamela,Venezuela,5/14/2016 23:08,0
80.64,26,46974.15,Female,221.59,Vision-oriented real-time framework,North Laurenview,Luxembourg,5/24/2016 10:04,0
75.94,27,53042.51,Male,236.96,Future-proofed stable function,Campbellstad,Italy,2/16/2016 12:05,0
37.01,50,48826.14,Female,216.01,Secured encompassing Graphical User Interface,Port Derekberg,San Marino,3/20/2016 2:44,1
87.18,31,58287.86,Female,193.6,Right-sized logistical middleware,West Andrew,Madagascar,1/31/2016 5:12,0
56.91,50,21773.22,Female,146.44,Team-oriented executive core,West Randy,Norfolk Island,4/1/2016 5:17,1
75.24,24,52252.91,Female,226.49,Vision-oriented next generation solution,South Christopher,Vanuatu,2/25/2016 16:33,0
42.84,52,27073.27,Male,182.2,Enhanced optimizing website,Lake Michellebury,Tunisia,3/21/2016 11:02,1
67.56,47,50628.31,Female,109.98,Reduced background data-warehouse,Zacharyton,Paraguay,2/12/2016 5:20,1
34.96,42,36913.51,Male,160.49,Right-sized mobile initiative,West James,Macedonia,6/1/2016 16:10,1
87.46,37,61009.1,Male,211.56,Synergized grid-enabled framework,Millerview,Heard Island and McDonald Islands,6/16/2016 3:17,0
41.86,39,53041.77,Male,128.62,Open-source stable paradigm,Hawkinsbury,Ethiopia,3/26/2016 15:28,1
34.04,34,40182.84,Male,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,El Salvador,2/16/2016 7:37,1
54.96,42,59419.78,Male,113.75,Public-key disintermediate emulation,West Amanda,Niger,2/28/2016 9:31,1
87.14,31,58235.21,Male,199.4,Up-sized bifurcated capability,Wadestad,Timor-Leste,5/18/2016 1:00,0
78.79,32,68324.48,Male,215.29,Stand-alone background open system,Mauriceshire,Uruguay,2/21/2016 13:11,0
65.56,25,69646.35,Male,181.25,Stand-alone explicit orchestration,West Arielstad,Somalia,1/5/2016 12:59,0
81.05,34,54045.39,Female,245.5,Configurable asynchronous application,Adamsstad,Malaysia,5/18/2016 0:07,0
55.71,37,57806.03,Male,112.52,Upgradable 4thgeneration portal,Lake James,Korea,3/6/2016 23:26,1
45.48,49,53336.76,Male,129.16,Networked client-server solution,Blairborough,Lao People's Democratic Republic,5/19/2016 4:23,1
47,56,50491.45,Female,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,Bahamas,4/29/2016 20:40,1
59.64,51,71455.62,Male,153.12,Re-contextualized human-resource success,Evansville,Guyana,5/3/2016 1:09,1
35.98,45,43241.88,Female,150.79,Front-line fresh-thinking installation,Huffmanchester,Ethiopia,6/27/2016 21:51,1
72.55,22,58953.01,Female,202.34,Balanced empowering success,New Cynthia,Bosnia and Herzegovina,2/8/2016 7:33,0
91.15,38,36834.04,Female,184.98,Robust uniform framework,Joshuamouth,Cyprus,2/22/2016 7:04,0
80.53,29,66345.1,Female,187.64,Sharable upward-trending support,West Benjamin,Singapore,3/21/2016 8:13,0
82.49,45,38645.4,Female,130.84,Assimilated multi-state paradigm,Williamsfort,Dominican Republic,5/31/2016 0:58,1
80.94,36,60803,Female,239.94,Self-enabling local strategy,North Tiffany,Bermuda,1/1/2016 5:31,0
61.76,34,33553.9,Female,114.69,Open-source local approach,Edwardsport,Jamaica,5/27/2016 8:53,1
63.3,38,63071.34,Female,116.19,Polarized intangible encoding,Lake Evantown,Saint Barthelemy,5/9/2016 7:13,1
36.73,34,46737.34,Male,149.79,Multi-lateral attitude-oriented adapter,South Henry,Albania,6/27/2016 1:56,1
78.41,33,55368.67,Male,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,Mozambique,6/3/2016 4:51,0
83.98,36,68305.91,Female,194.62,Profit-focused secondary portal,West Gregburgh,Zimbabwe,2/24/2016 0:44,0
63.18,45,39211.49,Female,107.92,Reactive upward-trending migration,Hansenland,Georgia,3/5/2016 12:03,1
50.6,,65956.71,Female,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,Brazil,1/15/2016 22:49,1
32.6,38,40159.2,Female,190.05,Customizable homogeneous contingency,Tylerport,Syrian Arab Republic,2/12/2016 3:39,1
60.83,19,40478.83,Male,185.46,Versatile next generation pricing structure,West Lacey,Palestinian Territory,2/19/2016 20:49,0
44.72,46,40468.53,Male,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,Grenada,3/12/2016 2:48,1
78.76,51,66980.27,Female,162.05,Face-to-face modular budgetary management,South Davidhaven,Ghana,7/23/2016 4:04,1
79.51,39,34942.26,Male,125.11,Proactive non-volatile encryption,North Charlesbury,Brunei Darussalam,3/6/2016 9:33,1
39.3,32,48335.2,Female,145.73,Decentralized bottom-line help-desk,Jonathanland,Lithuania,2/24/2016 4:11,1
64.79,30,42251.59,Female,116.07,Visionary mission-critical application,North Virginia,Maldives,2/17/2016 20:22,1
89.8,36,57330.43,Female,198.24,User-centric attitude-oriented adapter,West Tanner,Lesotho,2/2/2016 4:57,0
72.82,34,75769.82,Male,191.82,User-centric discrete success,Jonesmouth,Czech Republic,1/27/2016 16:06,0
38.65,31,51812.71,Male,154.77,Total even-keeled architecture,Port Jason,Iceland,5/24/2016 9:50,1
59.01,30,75265.96,Male,178.75,Focused multimedia implementation,West Annefort,Philippines,2/8/2016 22:45,1
78.96,50,69868.48,Female,193.15,Stand-alone well-modulated product,East Jason,Cayman Islands,2/12/2016 1:55,1
63.99,43,72802.42,Female,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,Haiti,1/11/2016 8:18,1
41.35,27,39193.45,Male,162.46,Streamlined homogeneous analyzer,Hintonport,Colombia,3/3/2016 3:51,1
62.79,36,18368.57,Male,231.87,Total coherent archive,New James,Luxembourg,5/30/2016 20:08,1
45.53,29,56129.89,Female,141.58,Front-line neutral alliance,North Destiny,United Arab Emirates,4/22/2016 22:01,1
51.65,31,58996.56,Female,249.99,Virtual context-sensitive support,Mclaughlinbury,Ireland,5/25/2016 10:39,0
54.55,44,41547.62,Female,109.04,Re-engineered optimal policy,West Gabriellamouth,Canada,2/4/2016 3:10,1
35.66,36,59240.24,Female,172.57,Implemented uniform synergy,Alvarezland,Svalbard & Jan Mayen Islands,2/21/2016 20:09,1
69.95,28,56725.47,Female,247.01,Horizontal even-keeled challenge,New Julie,Malta,4/28/2016 1:24,0
79.83,29,55764.43,Male,234.23,Innovative regional groupware,North Frankstad,Sudan,5/18/2016 19:33,0
85.35,37,64235.51,Male,161.42,Exclusive multi-state Internet solution,Claytonside,Ecuador,2/17/2016 11:15,0
56.78,28,39939.39,Female,124.32,Mandatory empowering focus group,Melanieton,Senegal,6/19/2016 23:04,1
78.67,26,63319.99,Female,195.56,Proactive 5thgeneration frame,Lake Michaelport,Cambodia,2/20/2016 9:54,0
70.09,21,54725.87,Female,211.17,Automated full-range Internet solution,East Benjaminville,Belarus,1/22/2016 12:58,0
60.75,42,69775.75,Male,247.05,Fully-configurable systemic productivity,Garrettborough,Guyana,2/19/2016 13:26,0
65.07,24,57545.56,Female,233.85,Multi-lateral multi-state encryption,Port Raymondfort,Mali,1/3/2016 7:13,0
35.25,50,47051.02,Female,194.44,Intuitive global website,Waltertown,Iran,1/3/2016 4:39,1
37.58,52,51600.47,Male,176.7,Exclusive disintermediate Internet solution,Cameronberg,Bulgaria,4/13/2016 13:04,1
68.01,25,68357.96,Male,188.32,Ameliorated actuating workforce,Kaylashire,Afghanistan,1/1/2016 3:35,0
45.08,38,35349.26,Female,125.27,Synergized clear-thinking protocol,Fosterside,Liberia,3/27/2016 8:32,1
63.04,27,69784.85,Female,159.05,Triple-buffered multi-state complexity,Davidstad,Netherlands Antilles,7/10/2016 16:25,1
40.18,29,50760.23,Female,151.96,Enhanced intangible portal,Lake Tracy,Hong Kong,6/25/2016 4:21,1
45.17,48,34418.09,Male,132.07,Down-sized background groupware,Taylormouth,Palau,1/27/2016 14:41,1
50.48,50,20592.99,Female,162.43,Switchable real-time product,Dianaville,Malawi,5/16/2016 18:51,1
80.87,28,63528.8,Female,203.3,Ameliorated local workforce,Collinsburgh,Uruguay,2/27/2016 20:20,0
